group,detailPage,name,subjectId,canton
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349357,Gobbi Norman,05.028,TI
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349388,von Rotz Christoph,05.028,OW
CEg,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349377,Amherd Viola,05.028,VS
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349342,Levrat Christian,05.028,FR
Germanier Jean-René,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349350,Le président,05.028,président
RL,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349376,Hutter Markus,05.028,ZH
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349381,Gobbi Norman,05.028,TI
G,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349385,Lachenmeier-Thüring Anita,05.028,BS
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349389,Hämmerle Andrea,05.028,GR
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349416,Binder Max,05.028,ZH
RL,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349384,Français Olivier,05.028,VD
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349386,Hämmerle Andrea,05.028,GR
G,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349391,Teuscher Franziska,05.028,BE
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349393,von Siebenthal Erich,05.028,BE
Germanier Jean-René,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349375,Le président,05.028,président
CEg,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349397,Amherd Viola,05.028,VS
RL,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349404,Hutter Markus,05.028,ZH
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349407,Gobbi Norman,05.028,TI
Germanier Jean-René,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349365,Le président,05.028,président
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349430,Hämmerle Andrea,05.028,GR
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349398,Levrat Christian,05.028,FR
G,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349428,Lachenmeier-Thüring Anita,05.028,BS
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349435,Fehr Jacqueline,05.028,ZH
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349443,Binder Max,05.028,ZH
RL,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349399,Français Olivier,05.028,VD
RL,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349475,Hutter Markus,05.028,ZH
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349436,Gobbi Norman,05.028,TI
Germanier Jean-René,/ab/data/d/n/4817/348955/d_n_4817_348955_349102.htm#349429,Le président,05.028,président
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349061.htm#349063,Fehr Hans-Jürg,11.5106,SH
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349047.htm#349057,Bigger Elmar,11.5156,SG
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349037.htm#349054,Schibli Ernst,11.5123,ZH
V,/ab/data/d/n/4817/348955/d_n_4817_348955_349051.htm#349056,Geissbühler Andrea Martina,11.5138,BE
G,/ab/data/d/n/4817/348955/d_n_4817_348955_349003.htm#349008,Schelbert Louis,11.5181,LU
CEg,/ab/data/d/n/4817/348955/d_n_4817_348955_349009.htm#349011,Bischof Pirmin,11.5182,SO
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349017.htm#349035,Fehr Hans-Jürg,11.5109,SH
G,/ab/data/d/n/4817/348955/d_n_4817_348955_348970.htm#348972,Zisyadis Josef,11.5141,VD
S,/ab/data/d/n/4817/348955/d_n_4817_348955_348995.htm#349006,Kiener Nellen Margret,11.5175,BE
S,/ab/data/d/n/4817/348955/d_n_4817_348955_349029.htm#349032,Rechsteiner Paul,11.5159 11.5165,SG
S,/ab/data/d/n/4817/348955/d_n_4817_348955_348992.htm#349450,Leutenegger Oberholzer Susanne,11.5166,BL
S,/ab/data/d/n/4817/348955/d_n_4817_348955_348977.htm#348979,Leutenegger Oberholzer Susanne,11.5155,BL
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346916.htm#346960,Goll Christine,10.3882,ZH
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346916.htm#346931,Moret Isabelle,10.3882,VD
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346887.htm#346889,Schenker Silvia,10.3353,BS
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346890.htm#346892,Häberli-Koller Brigitte,10.3256 10.3466,TG
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346890.htm#346985,Freysinger Oskar,10.3256 10.3466,VS
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346890.htm#346953,Schmid-Federer Barbara,10.3256 10.3466,ZH
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346936,Triponez Pierre,10.032,BE
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346975,Robbiani Meinrado,10.032,TI
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346886,Weber-Gobet Marie-Thérèse,10.032,FR
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346947,Schenker Silvia,10.032,BS
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346963,Bortoluzzi Toni,10.032,ZH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346939,Chopard-Acklin Max,10.032,AG
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346943,Bortoluzzi Toni,10.032,ZH
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346961,Wehrli Reto,10.032,SZ
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346910.htm#347001,Cassis Ignazio,10.3669,TI
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346910.htm#346957,Humbel Ruth,10.3669,AG
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346873.htm#346983,Cassis Ignazio,10.032,TI
V,/ab/data/d/n/4817/348955/d_n_4817_348955_348962.htm#348966,Hurter Thomas,11.5134,SH
V,/ab/data/d/n/4817/348955/d_n_4817_348955_348959.htm#348961,Hurter Thomas,11.5133,SH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346849.htm#346976,Rossini Stéphane,06.476,VS
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346849.htm#346941,Wehrli Reto,06.476,SZ
Germanier Jean-René,/ab/data/d/n/4817/346678/d_n_4817_346678_346849.htm#346855,Le président,06.476,président
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346756,Ruey Claude,04.062,VD
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346735,Borer Roland F.,04.062,SO
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346729,Gilli Yvonne,04.062,SG
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346731,Borer Roland F.,04.062,SO
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346781,Meyer-Kaelin Thérèse,04.062,FR
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346766,Ruey Claude,04.062,VD
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346774,Meyer-Kaelin Thérèse,04.062,FR
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346734,Triponez Pierre,04.062,BE
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346750,Prelicz-Huber Katharina,04.062,ZH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346755,Fehr Jacqueline,04.062,ZH
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346782,Ruey Claude,04.062,VD
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346747,Fehr Jacqueline,04.062,ZH
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346752,Humbel Ruth,04.062,AG
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346824,Cassis Ignazio,04.062,TI
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346763,Humbel Ruth,04.062,AG
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346866,Cassis Ignazio,04.062,TI
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346764,Goll Christine,04.062,ZH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346768,Schenker Silvia,04.062,BS
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346770,Weibel Thomas,04.062,ZH
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346822,Weber-Gobet Marie-Thérèse,04.062,FR
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346820,Stahl Jürg,04.062,ZH
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346826,Humbel Ruth,04.062,AG
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346881,Cassis Ignazio,04.062,TI
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346829,Steiert Jean-François,04.062,FR
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346812,Schenker Silvia,04.062,BS
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346883,Weibel Thomas,04.062,ZH
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346806,Weber-Gobet Marie-Thérèse,04.062,FR
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346893,Ruey Claude,04.062,VD
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346854,Goll Christine,04.062,ZH
Germanier Jean-René,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346793,Le président,04.062,président
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346876,Humbel Ruth,04.062,AG
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346859,Cassis Ignazio,04.062,TI
Germanier Jean-René,/ab/data/d/n/4817/349548/d_n_4817_349548_349807.htm#349809,Le président,08.302 08.308,président
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349807.htm#349923,Flückiger-Bäni Sylvia,08.302 08.308,AG
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349807.htm#349867,Favre Charles,08.302 08.308,VD
CEg,/ab/data/d/n/4817/349548/d_n_4817_349548_349807.htm#349908,Meier-Schatz Lucrezia,08.302 08.308,SG
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349807.htm#349884,Favre Charles,08.302 08.308,VD
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349848.htm#349929,Heim Bea,08.476,SO
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349848.htm#349933,Schenker Silvia,08.476,BS
CEg,/ab/data/d/n/4817/349548/d_n_4817_349548_349848.htm#349927,Humbel Ruth,08.476,AG
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349848.htm#349889,Cassis Ignazio,08.476,TI
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346684,Fehr Mario,09.082,ZH
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346700,Huber Gabi,09.082,UR
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346694,Gilli Yvonne,09.082,SG
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346709,Schenk Simon,09.082,BE
BD,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346708,Gadient Brigitta M.,09.082,GR
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346728,Galladé Chantal,09.082,ZH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346736,Fehr Mario,09.082,ZH
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346679.htm#346715,Fiala Doris,09.082,ZH
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346925,Weber-Gobet Marie-Thérèse,04.062,FR
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346861,Cassis Ignazio,04.062,TI
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346872,Goll Christine,04.062,ZH
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346948,Cassis Ignazio,04.062,TI
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346946,van Singer Christian,04.062,VD
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346949,Cassis Ignazio,04.062,TI
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349759.htm#349909,Rutschmann Hans,09.3254,ZH
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349790.htm#349914,Prelicz-Huber Katharina,08.330,ZH
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349790.htm#349837,Rielle Jean-Charles,08.330,GE
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349790.htm#349881,Baettig Dominique,08.330,JU
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349743.htm#349920,Killer Hans,09.3253,AG
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349770.htm#349812,Favre Laurent,08.327 09.302,NE
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349770.htm#349919,Amstutz Adrian,08.327 09.302,BE
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349770.htm#349910,Teuscher Franziska,08.327 09.302,BE
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349770.htm#349831,van Singer Christian,08.327 09.302,VD
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349770.htm#349829,Favre Laurent,08.327 09.302,NE
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349770.htm#349788,van Singer Christian,08.327 09.302,VD
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349770.htm#349803,Favre Laurent,08.327 09.302,NE
Germanier Jean-René,/ab/data/d/n/4817/349548/d_n_4817_349548_349799.htm#349801,Le président,08.323,président
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346970,Rossini Stéphane,04.062,VS
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346895,Bortoluzzi Toni,04.062,ZH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346909,Schenker Silvia,04.062,BS
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346905,Gilli Yvonne,04.062,SG
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346922,Weibel Thomas,04.062,ZH
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346923,Kleiner Marianne,04.062,AR
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346904,Steiert Jean-François,04.062,FR
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346924,Kleiner Marianne,04.062,AR
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346830,Fehr Jacqueline,04.062,ZH
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346932,Humbel Ruth,04.062,AG
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346827,Cassis Ignazio,04.062,TI
G,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346938,Prelicz-Huber Katharina,04.062,ZH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346944,Fehr Jacqueline,04.062,ZH
S,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346952,Schenker Silvia,04.062,BS
Germanier Jean-René,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346840,Le président,04.062,président
V,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346878,Bortoluzzi Toni,04.062,ZH
CEg,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346945,Humbel Ruth,04.062,AG
RL,/ab/data/d/n/4817/346678/d_n_4817_346678_346722.htm#346971,Cassis Ignazio,04.062,TI
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349724.htm#349900,Mörgeli Christoph,09.3234,ZH
Germanier Jean-René,/ab/data/d/n/4817/349548/d_n_4817_349548_349738.htm#349740,Le président,09.3133,président
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349738.htm#349915,Hutter Markus,09.3133,ZH
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349738.htm#349894,Amstutz Adrian,09.3133,BE
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349719.htm#349899,Killer Hans,09.3191,AG
Germanier Jean-René,/ab/data/d/n/4817/349548/d_n_4817_349548_349719.htm#349721,Le président,09.3191,président
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349692.htm#349832,Leutenegger Filippo,09.3071,ZH
Germanier Jean-René,/ab/data/d/n/4817/349548/d_n_4817_349548_349706.htm#349708,Le président,09.3122,président
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349686.htm#349824,Giezendanner Ulrich,11.3003 09.4142,AG
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349686.htm#349746,Pedrina Fabio,11.3003 09.4142,TI
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349686.htm#349830,Schibli Ernst,11.3003 09.4142,ZH
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349686.htm#349836,Giezendanner Ulrich,11.3003 09.4142,AG
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349686.htm#349730,Pedrina Fabio,11.3003 09.4142,TI
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349716.htm#349847,Fässler-Osterwalder Hildegard,09.3087,SG
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349702.htm#349861,Ineichen Otto,09.3112 09.3143,LU
Germanier Jean-René,/ab/data/d/n/4817/349548/d_n_4817_349548_349702.htm#349704,Le président,09.3112 09.3143,président
CEg,/ab/data/d/n/4817/349548/d_n_4817_349548_349644.htm#349729,Bäumle Martin,10.3635,ZH
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349644.htm#349696,van Singer Christian,10.3635,VD
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349644.htm#349728,Killer Hans,10.3635,AG
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349644.htm#349690,van Singer Christian,10.3635,VD
CEg,/ab/data/d/n/4817/349548/d_n_4817_349548_349644.htm#349793,Bäumle Martin,10.3635,ZH
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349618.htm#349669,Nordmann Roger,09.3740,VD
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349618.htm#349677,Leutenegger Filippo,09.3740,ZH
Germanier Jean-René,/ab/data/d/n/4817/348640/d_n_4817_348640_348914.htm#348916,Le président,11.3001,président
Germanier Jean-René,/ab/data/d/n/4817/349548/d_n_4817_349548_349634.htm#349638,Le président,10.3469,président
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349634.htm#349662,Nordmann Roger,10.3469,VD
CEg,/ab/data/d/n/4817/349548/d_n_4817_349548_349634.htm#349683,Schmidt Roberto,10.3469,VS
S,/ab/data/d/n/4817/347701/d_n_4817_347701_347905.htm#347933,Rossini Stéphane,07.452,VS
G,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348647,van Singer Christian,10.017,VD
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348657,Wobmann Walter,10.017,SO
G,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348664,Girod Bastien,10.017,ZH
RL,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348665,Wasserfallen Christian,10.017,BE
Germanier Jean-René,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348646,Le président,10.017,président
CEg,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348677,Cathomas Sep,10.017,GR
S,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348693,Nordmann Roger,10.017,VD
S,/ab/data/d/n/4817/347701/d_n_4817_347701_348082.htm#348099,Heim Bea,05.448,SO
S,/ab/data/d/n/4817/347701/d_n_4817_347701_348082.htm#348085,Schenker Silvia,05.448,BS
CEg,/ab/data/d/n/4817/347701/d_n_4817_347701_348082.htm#348100,Humbel Ruth,05.448,AG
RL,/ab/data/d/n/4817/347701/d_n_4817_347701_348082.htm#348103,Cassis Ignazio,05.448,TI
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348673,Wobmann Walter,10.017,SO
G,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348676,Girod Bastien,10.017,ZH
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348672,Wobmann Walter,10.017,SO
S,/ab/data/d/n/4817/348640/d_n_4817_348640_348642.htm#348687,Nordmann Roger,10.017,VD
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349564,Roth-Bernasconi Maria,11.004,GE
BD,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349577,Gadient Brigitta M.,11.004,GR
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349571,Binder Max,11.004,ZH
V,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349580,Veillon Pierre-François,11.004,VD
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349579,Wyss Brigit,11.004,SO
G,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349592,Weber-Gobet Marie-Thérèse,11.004,FR
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349622,Maire Jacques-André,11.004,NE
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349614,Daguet André,11.004,BE
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349605,Moret Isabelle,11.004,VD
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349615,Eichenberger-Walther Corina,11.004,AG
RL,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349657,Wasserfallen Christian,11.004,BE
BD,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349663,Gadient Brigitta M.,11.004,GR
CEg,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349664,Glanzmann-Hunkeler Ida,11.004,LU
CEg,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349673,Lustenberger Ruedi,11.004,LU
S,/ab/data/d/n/4817/349548/d_n_4817_349548_349549.htm#349654,Roth-Bernasconi Maria,11.004,GE
S,/ab/data/d/n/4817/347701/d_n_4817_347701_347887.htm#348075,Fehr Hans-Jürg,10.3636 10.3637,SH
CEg,/ab/data/d/n/4817/347701/d_n_4817_347701_347887.htm#347958,Barthassat Luc,10.3636 10.3637,GE
Walter Hansjörg,/ab/data/d/n/4817/347701/d_n_4817_347701_347882.htm#347884,Präsident,10.3447,erster Vizepräsident
CEg,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348685,Riklin Kathy,09.079,ZH
S,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348733,Aubert Josiane,09.079,VD
CEg,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348683,Neirynck Jacques,09.079,VD
RL,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348744,Wasserfallen Christian,09.079,BE
RL,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348732,Cassis Ignazio,09.079,TI
G,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348752,Gilli Yvonne,09.079,SG
S,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348705,Bruderer Wyss Pascale,09.079,AG
RL,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348703,Wasserfallen Christian,09.079,BE
Germanier Jean-René,/ab/data/d/n/4817/347701/d_n_4817_347701_347763.htm#347765,Le président,11.008,président
CEg,/ab/data/d/n/4817/347701/d_n_4817_347701_347763.htm#347962,Schneider-Schneiter Elisabeth,11.008,BL
RL,/ab/data/d/n/4817/347701/d_n_4817_347701_347763.htm#347835,Brunschwig Graf Martine,11.008,GE
S,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348706,Bruderer Wyss Pascale,09.079,AG
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348751,Pfister Theophil,09.079,SG
Germanier Jean-René,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348686,Le président,09.079,président
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348765,Füglistaller Lieni,09.079,AG
S,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348014,Fehr Hans-Jürg,11.008,SH
RL,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348021,Müller Walter,11.008,SG
RL,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348038,Markwalder Christa,11.008,BE
G,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348062,Müller Geri,11.008,AG
G,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#347840,John-Calame Francine,11.008,NE
V,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348032,Mörgeli Christoph,11.008,ZH
RL,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348022,Huber Gabi,11.008,UR
V,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348033,Mörgeli Christoph,11.008,ZH
Germanier Jean-René,/ab/data/d/n/4817/347701/d_n_4817_347701_347708.htm#347710,Le président,11.9001,président
RL,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348747,Perrinjaquet Sylvie,09.079,NE
CEg,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348844,Neirynck Jacques,09.079,VD
RL,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348859,Perrinjaquet Sylvie,09.079,NE
CEg,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348738,Neirynck Jacques,09.079,VD
G,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348790,Gilli Yvonne,09.079,SG
CEg,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348035,Riklin Kathy,11.008,ZH
BD,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348047,Haller Vannini Ursula,11.008,BE
S,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#347875,Sommaruga Carlo,11.008,GE
V,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348052,Scherer Marcel,11.008,ZG
S,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348058,Fehr Hans-Jürg,11.008,SH
V,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348056,Stamm Luzi,11.008,AG
V,/ab/data/d/n/4817/347701/d_n_4817_347701_347832.htm#348057,Kunz Josef,11.008,LU
Germanier Jean-René,/ab/data/d/n/4817/347701/d_n_4817_347701_347797.htm#347799,Le président,11.9001,président
S,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348737,Bruderer Wyss Pascale,09.079,AG
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348756,Pfister Theophil,09.079,SG
CEg,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348892,Neirynck Jacques,09.079,VD
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348769,Pfister Theophil,09.079,SG
V,/ab/data/d/n/4817/348640/d_n_4817_348640_348669.htm#348785,Füglistaller Lieni,09.079,AG
