group,detailPage,name,subjectId,canton
Inderkum Hansheiri,/ab/data/d/s/4817/349553/d_s_4817_349553_349753.htm#349755,Präsident,10.3625,Präsident
G,/ab/data/d/s/4817/349553/d_s_4817_349553_349753.htm#349816,Recordon Luc,10.3625,VD
CEg,/ab/data/d/s/4817/349553/d_s_4817_349553_349747.htm#349905,Frick Bruno,10.099,SZ
CEg,/ab/data/d/s/4817/349553/d_s_4817_349553_349747.htm#349896,David Eugen,10.099,SG
Inderkum Hansheiri,/ab/data/d/s/4817/350281/d_s_4817_350281_350443.htm#350445,Präsident,10.3980,Präsident
CEg,/ab/data/d/s/4817/350281/d_s_4817_350281_350443.htm#350616,Graber Konrad,10.3980,LU
Inderkum Hansheiri,/ab/data/d/s/4817/350281/d_s_4817_350281_350438.htm#350440,Präsident,10.3897,Präsident
CEg,/ab/data/d/s/4817/350281/d_s_4817_350281_350438.htm#350607,Stadler Markus,10.3897,UR
Inderkum Hansheiri,/ab/data/d/s/4817/350281/d_s_4817_350281_350429.htm#350431,Präsident,10.4164,Präsident
G,/ab/data/d/s/4817/350281/d_s_4817_350281_350429.htm#350529,Recordon Luc,10.4164,VD
V,/ab/data/d/s/4817/350281/d_s_4817_350281_350429.htm#350601,Reimann Maximilian,10.4164,AG
V,/ab/data/d/s/4817/350281/d_s_4817_350281_350429.htm#350608,Jenny This,10.4164,GL
Inderkum Hansheiri,/ab/data/d/s/4817/351161/d_s_4817_351161_351260.htm#351295,Präsident,11.9001,Präsident
CEg,/ab/data/d/s/4817/348115/d_s_4817_348115_348310.htm#348501,Niederberger Paul,10.333,NW
V,/ab/data/d/s/4817/348115/d_s_4817_348115_348310.htm#348516,Reimann Maximilian,10.333,AG
CEg,/ab/data/d/s/4817/348115/d_s_4817_348115_348310.htm#348566,Schwaller Urs,10.333,FR
Inderkum Hansheiri,/ab/data/d/s/4817/346362/d_s_4817_346362_346438.htm#346440,Präsident,10.481,Präsident
S,/ab/data/d/s/4817/346362/d_s_4817_346362_346438.htm#346633,Zanetti Roberto,10.481,SO
Inderkum Hansheiri,/ab/data/d/s/4817/348115/d_s_4817_348115_348302.htm#348304,Präsident,10.305,Präsident
CEg,/ab/data/d/s/4817/348115/d_s_4817_348115_348302.htm#348473,Stähelin Philipp,10.305,TG
CEg,/ab/data/d/s/4817/348115/d_s_4817_348115_348302.htm#348479,Schwaller Urs,10.305,FR
CEg,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346303,David Eugen,11.008,SG
RL,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346428,Briner Peter,11.008,SH
S,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346351,Berberat Didier,11.008,NE
V,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346453,Germann Hannes,11.008,SH
RL,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346464,Forster-Vannini Erika,11.008,SG
RL,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346472,Freitag Pankraz,11.008,GL
RL,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346509,Büttiker Rolf,11.008,SO
CEg,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346525,David Eugen,11.008,SG
CEg,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346540,Stähelin Philipp,11.008,TG
CEg,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346527,David Eugen,11.008,SG
S,/ab/data/d/s/4817/346108/d_s_4817_346108_346291.htm#346399,Berberat Didier,11.008,NE
RL,/ab/data/d/n/4818/352959/d_n_4818_352959_353139.htm#353166,Eichenberger-Walther Corina,09.3861,AG
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352893.htm#352895,Heim Bea,09.3567,SO
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352965.htm#352891,Walter Hansjörg,10.071,TG
V,/ab/data/d/s/4820/366530/d_s_4820_366530_366897.htm#367104,Bürgi Hermann,10.093,TG
Germanier Jean-René,/ab/data/d/n/4817/351141/d_n_4817_351141_351142.htm#351144,Le président,03.432,président
Germanier Jean-René,/ab/data/d/n/4817/351141/d_n_4817_351141_351471.htm#351320,Le président,11.9001,président
RL,/ab/data/d/n/4817/351141/d_n_4817_351141_351277.htm#351280,Huber Gabi,10.032,UR
S,/ab/data/d/n/4817/351141/d_n_4817_351141_351277.htm#351314,Schenker Silvia,10.032,BS
G,/ab/data/d/n/4817/351141/d_n_4817_351141_351277.htm#351313,Weber-Gobet Marie-Thérèse,10.032,FR
CEg,/ab/data/d/n/4817/351141/d_n_4817_351141_351277.htm#351321,Wehrli Reto,10.032,SZ
BD,/ab/data/d/n/4817/351141/d_n_4817_351141_351277.htm#351323,Hassler Hansjörg,10.032,GR
V,/ab/data/d/n/4817/351141/d_n_4817_351141_351277.htm#351316,Bortoluzzi Toni,10.032,ZH
V,/ab/data/d/n/4817/351141/d_n_4817_351141_351286.htm#351317,Füglistaller Lieni,10.036,AG
S,/ab/data/d/n/4817/351141/d_n_4817_351141_351286.htm#351322,Levrat Christian,10.036,FR
G,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351201,Schelbert Louis,04.430,LU
RL,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351223,Huber Gabi,04.430,UR
V,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351265,Baader Caspar,04.430,BL
S,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351205,Aubert Josiane,04.430,VD
V,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351206,Baader Caspar,04.430,BL
RL,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351213,Wasserfallen Christian,04.430,BE
V,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351244,Baader Caspar,04.430,BL
Germanier Jean-René,/ab/data/d/n/4817/351141/d_n_4817_351141_351269.htm#351271,Le président,11.9001,président
V,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351230,Freysinger Oskar,04.430,VS
V,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351263,Baader Caspar,04.430,BL
S,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351253,Fässler-Osterwalder Hildegard,04.430,SG
CEg,/ab/data/d/n/4817/351141/d_n_4817_351141_351199.htm#351315,de Buman Dominique,04.430,FR
Germanier Jean-René,/ab/data/d/n/4817/351141/d_n_4817_351141_351151.htm#351153,Le président,07.472,président
Germanier Jean-René,/ab/data/d/n/4817/351141/d_n_4817_351141_351148.htm#351150,Le président,07.402,président
Germanier Jean-René,/ab/data/d/n/4817/351141/d_n_4817_351141_351154.htm#351156,Le président,08.419,président
Germanier Jean-René,/ab/data/d/n/4817/351141/d_n_4817_351141_351145.htm#351147,Le président,03.445,président
S,/ab/data/d/s/4820/366530/d_s_4820_366530_366843.htm#366988,Berset Alain,04.062,FR
V,/ab/data/d/s/4820/366530/d_s_4820_366530_366843.htm#367106,Kuprecht Alex,04.062,SZ
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366803.htm#367078,Forster-Vannini Erika,10.507,SG
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366803.htm#367097,Egerszegi-Obrist Christine,10.507,AG
V,/ab/data/d/s/4820/366530/d_s_4820_366530_366803.htm#367105,Kuprecht Alex,10.507,SZ
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366779.htm#366989,Egerszegi-Obrist Christine,10.3770,AG
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366779.htm#367011,David Eugen,10.3770,SG
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366751.htm#366986,Altherr Hans,11.3584,AR
S,/ab/data/d/s/4820/366530/d_s_4820_366530_366775.htm#366907,Berberat Didier,10.3664,NE
V,/ab/data/d/s/4820/366530/d_s_4820_366530_366775.htm#366987,Amstutz Adrian,10.3664,BE
V,/ab/data/d/s/4820/366530/d_s_4820_366530_366784.htm#367040,Kuprecht Alex,10.3911,SZ
S,/ab/data/d/s/4820/366530/d_s_4820_366530_366784.htm#366942,Maury Pasquier Liliane,10.3911,GE
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366784.htm#367050,Gutzwiller Felix,10.3911,ZH
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366680.htm#366974,Maissen Theo,10.109,GR
S,/ab/data/d/s/4820/366530/d_s_4820_366530_366680.htm#366960,Fetz Anita,10.109,BS
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366680.htm#366947,David Eugen,10.109,SG
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366680.htm#366940,Maissen Theo,10.109,GR
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366789.htm#367047,Egerszegi-Obrist Christine,10.4161,AG
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366795.htm#367067,Stähelin Philipp,09.3535,TG
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366700.htm#366978,Maissen Theo,09.057,GR
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366700.htm#366979,Maissen Theo,09.057,GR
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366700.htm#366990,Maissen Theo,09.057,GR
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366652.htm#366913,Maissen Theo,11.020,GR
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366652.htm#366922,Maissen Theo,11.020,GR
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366652.htm#366941,Maissen Theo,11.020,GR
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366652.htm#366931,Freitag Pankraz,11.020,GL
Altherr Hans,/ab/data/d/s/4820/366530/d_s_4820_366530_366957.htm#366730,Präsident,11.9001,erster Vizepräsident
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366580,Lombardi Filippo,11.9008,TI
G,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366583,Cramer Robert,11.9008,GE
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366602,Lombardi Filippo,11.9008,TI
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366642,Comte Raphaël,11.9008,NE
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366606,Freitag Pankraz,11.9008,GL
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366614,Büttiker Rolf,11.9008,SO
S,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366733,Zanetti Roberto,11.9008,SO
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366690,Lombardi Filippo,11.9008,TI
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366833,Gutzwiller Felix,11.9008,ZH
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366758,Stadler Markus,11.9008,UR
V,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366792,Brändli Christoffel,11.9008,GR
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366799,Graber Konrad,11.9008,LU
S,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366894,Berberat Didier,11.9008,NE
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366906,David Eugen,11.9008,SG
BD,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366901,Luginbühl Werner,11.9008,BE
CEg,/ab/data/d/s/4820/366530/d_s_4820_366530_366557.htm#366890,Lombardi Filippo,11.9008,TI
Inderkum Hansheiri,/ab/data/d/s/4820/367251/d_s_4820_367251_367489.htm#367491,Präsident,11.9001,Präsident
RL,/ab/data/d/s/4820/367251/d_s_4820_367251_367489.htm#367492,Altherr Hans,11.9001,AR
Inderkum Hansheiri,/ab/data/d/s/4820/367251/d_s_4820_367251_367489.htm#367493,Präsident,11.9001,Präsident
Inderkum Hansheiri,/ab/data/d/s/4820/366530/d_s_4820_366530_366538.htm#366540,Präsident,11.028,Präsident
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366538.htm#366564,Marty Dick,11.028,TI
V,/ab/data/d/s/4820/366530/d_s_4820_366530_366549.htm#366565,Germann Hannes,09.074,SH
RL,/ab/data/d/s/4820/366530/d_s_4820_366530_366549.htm#366585,Marty Dick,09.074,TI
Inderkum Hansheiri,/ab/data/d/s/4820/367251/d_s_4820_367251_367495.htm#367272,Präsident,11.9001,Präsident
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367117.htm#367181,Kiener Nellen Margret,10.430,BE
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367117.htm#367175,Leutenegger Oberholzer Susanne,10.430,BL
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367117.htm#367128,Favre Charles,10.430,VD
G,/ab/data/d/n/4820/366885/d_n_4820_366885_367117.htm#367134,Zisyadis Josef,10.430,VD
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367117.htm#367137,Favre Charles,10.430,VD
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367117.htm#367174,Leutenegger Oberholzer Susanne,10.430,BL
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367117.htm#367144,Favre Charles,10.430,VD
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367099.htm#367173,Steiert Jean-François,11.020,FR
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_367099.htm#367172,Riklin Kathy,11.020,ZH
BD,/ab/data/d/n/4820/366885/d_n_4820_366885_367033.htm#367165,Gadient Brigitta M.,10.077,GR
G,/ab/data/d/n/4820/366885/d_n_4820_366885_367033.htm#367157,Vischer Daniel,10.077,ZH
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_367033.htm#367102,de Buman Dominique,10.077,FR
V,/ab/data/d/n/4820/366885/d_n_4820_366885_367033.htm#367156,Stamm Luzi,10.077,AG
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367033.htm#367098,Sommaruga Carlo,10.077,GE
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367088.htm#367123,Aubert Josiane,10.109,VD
V,/ab/data/d/n/4820/366885/d_n_4820_366885_367088.htm#367176,Müri Felix,10.109,LU
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367070.htm#367177,Müller Walter,11.3008 11.3009 11.3010 11.3011 11.3012,SG
V,/ab/data/d/n/4820/366885/d_n_4820_366885_367070.htm#367110,Perrin Yvan,11.3008 11.3009 11.3010 11.3011 11.3012,NE
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367044.htm#367164,Markwalder Christa,10.112,BE
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367044.htm#367166,Jositsch Daniel,10.112,ZH
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367022.htm#367167,Huber Gabi,10.3954,UR
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_366992.htm#367152,Huber Gabi,10.3870,UR
V,/ab/data/d/n/4820/366885/d_n_4820_366885_366992.htm#367141,Giezendanner Ulrich,10.3870,AG
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_366992.htm#367142,Huber Gabi,10.3870,UR
S,/ab/data/d/n/4820/366885/d_n_4820_366885_366992.htm#367012,Pedrina Fabio,10.3870,TI
V,/ab/data/d/n/4820/366885/d_n_4820_366885_366992.htm#367148,Giezendanner Ulrich,10.3870,AG
S,/ab/data/d/n/4820/366885/d_n_4820_366885_366992.htm#366998,Pedrina Fabio,10.3870,TI
V,/ab/data/d/n/4820/366885/d_n_4820_366885_366992.htm#367150,Giezendanner Ulrich,10.3870,AG
G,/ab/data/d/n/4820/366885/d_n_4820_366885_367083.htm#367169,von Graffenried Alec,11.3316,BE
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367083.htm#367127,Lüscher Christian,11.3316,GE
S,/ab/data/d/n/4820/366885/d_n_4820_366885_367083.htm#367168,Thanei Anita,11.3316,ZH
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_367083.htm#367111,Lüscher Christian,11.3316,GE
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_366886.htm#367130,Müller Philipp,11.028,AG
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_366886.htm#366945,Darbellay Christophe,11.028,VS
CEg,/ab/data/d/n/4818/352720/d_n_4818_352720_352855.htm#352888,Hany Urs,09.3529,ZH
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352851.htm#352886,Fässler-Osterwalder Hildegard,09.3528,SG
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352851.htm#352870,Fässler-Osterwalder Hildegard,09.3528,SG
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367041,Favre Laurent,08.314,NE
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367129,Lustenberger Ruedi,08.314,LU
S,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367178,Fässler-Osterwalder Hildegard,08.314,SG
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367122,Bader Elvira,08.314,SO
G,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367132,Teuscher Franziska,08.314,BE
V,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367131,Bigger Elmar,08.314,SG
S,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367153,Jans Beat,08.314,BS
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367048,Bourgeois Jacques,08.314,FR
BD,/ab/data/d/n/4820/366885/d_n_4820_366885_366914.htm#367125,Gadient Brigitta M.,04.062,GR
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_366914.htm#366956,Meyer-Kaelin Thérèse,04.062,FR
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367149,Lustenberger Ruedi,08.314,LU
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367066,Favre Laurent,08.314,NE
G,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367155,Girod Bastien,08.314,ZH
S,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367139,Jans Beat,08.314,BS
V,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367136,Bigger Elmar,08.314,SG
CEg,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367146,Lustenberger Ruedi,08.314,LU
RL,/ab/data/d/n/4820/366885/d_n_4820_366885_366963.htm#367059,Favre Laurent,08.314,NE
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352848.htm#352884,Favre Laurent,09.3456,NE
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352834.htm#352859,Müller Philipp,10.066,AG
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352834.htm#352838,Rime Jean-François,10.066,FR
Germanier Jean-René,/ab/data/d/n/4818/352959/d_n_4818_352959_353167.htm#353187,Le président,11.9001,président
CEg,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353198,Zemp Markus,08.309 09.455,AG
RL,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353206,Favre Charles,08.309 09.455,VD
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353203,Leutenegger Oberholzer Susanne,08.309 09.455,BL
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353201,Brönnimann Andreas,08.309 09.455,BE
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353210,Leutenegger Oberholzer Susanne,08.309 09.455,BL
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353217,Fässler-Osterwalder Hildegard,08.309 09.455,SG
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353209,Fehr Hans-Jürg,08.309 09.455,SH
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353211,Wandfluh Hansruedi,08.309 09.455,BE
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353216,Leutenegger Oberholzer Susanne,08.309 09.455,BL
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353219,Wandfluh Hansruedi,08.309 09.455,BE
CEg,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353220,Ingold Maja,08.309 09.455,ZH
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353218,Wandfluh Hansruedi,08.309 09.455,BE
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353227,Chopard-Acklin Max,08.309 09.455,AG
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353224,Wandfluh Hansruedi,08.309 09.455,BE
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353230,Steiert Jean-François,08.309 09.455,FR
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353226,Wandfluh Hansruedi,08.309 09.455,BE
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353232,Daguet André,08.309 09.455,BE
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353225,Wandfluh Hansruedi,08.309 09.455,BE
G,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353236,Schelbert Louis,08.309 09.455,LU
G,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353214,Thorens Goumaz Adèle,08.309 09.455,VD
BD,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353238,Hassler Hansjörg,08.309 09.455,GR
RL,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353239,Theiler Georges,08.309 09.455,LU
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353241,Rechsteiner Paul,08.309 09.455,SG
CEg,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353228,Roux Paul-André,08.309 09.455,VS
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353235,Steiert Jean-François,08.309 09.455,FR
CEg,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353223,Roux Paul-André,08.309 09.455,VS
Germanier Jean-René,/ab/data/d/n/4818/352959/d_n_4818_352959_353196.htm#353215,Le président,08.309 09.455,président
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352864.htm#352871,Walter Hansjörg,10.068,TG
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352864.htm#352875,Fässler-Osterwalder Hildegard,10.068,SG
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352864.htm#352878,Müller Philipp,10.068,AG
CEg,/ab/data/d/n/4818/352720/d_n_4818_352720_352722.htm#352730,Ingold Maja,10.3747,ZH
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352722.htm#352733,Sommaruga Carlo,10.3747,GE
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352722.htm#352740,Nidegger Yves,10.3747,GE
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352722.htm#352725,Schwander Pirmin,10.3747,SZ
CEg,/ab/data/d/n/4818/352720/d_n_4818_352720_352722.htm#352729,Segmüller Pius,10.3747,LU
V,/ab/data/d/n/4818/352959/d_n_4818_352959_353158.htm#353208,Scherer Marcel,09.4128,ZG
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353161.htm#353199,Schenker Silvia,09.4251,BS
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352734.htm#352755,Perrin Yvan,10.3721,NE
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352734.htm#352749,Müller Philipp,10.3721,AG
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352734.htm#352746,Tschümperlin Andy,10.3721,SZ
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352734.htm#352739,Scherer Marcel,10.3721,ZG
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352734.htm#352745,Tschümperlin Andy,10.3721,SZ
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352734.htm#352747,Scherer Marcel,10.3721,ZG
CEg,/ab/data/d/n/4818/352959/d_n_4818_352959_353179.htm#353195,Hochreutener Norbert,09.4211,BE
G,/ab/data/d/n/4818/352959/d_n_4818_352959_353171.htm#353205,Zisyadis Josef,09.4300,VD
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352758,Müller Philipp,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,AG
CEg,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352761,Darbellay Christophe,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,VS
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352757,Leutenegger Oberholzer Susanne,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,BL
V,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352787,Walter Hansjörg,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,TG
S,/ab/data/d/n/4818/352959/d_n_4818_352959_353143.htm#353190,Fehr Jacqueline,09.4075,ZH
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352808,Pelli Fulvio,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,TI
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352784,Noser Ruedi,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,ZH
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352785,Fässler-Osterwalder Hildegard,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,SG
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352817,Rennwald Jean-Claude,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,JU
CEg,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352791,Meier-Schatz Lucrezia,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,SG
G,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352810,Schelbert Louis,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,LU
G,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352807,Thorens Goumaz Adèle,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,VD
BD,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352806,Hassler Hansjörg,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,GR
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352799,Kiener Nellen Margret,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,BE
S,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352800,Fehr Hans-Jürg,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,SH
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352802,Fiala Doris,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,ZH
RL,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352816,Müller Philipp,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,AG
CEg,/ab/data/d/n/4818/352720/d_n_4818_352720_352742.htm#352824,Darbellay Christophe,10.068 10.069 10.073 10.101 10.102 10.104 10.070 10.072 10.071 10.103 10.105 10.106,VS
RL,/ab/data/d/n/4818/352959/d_n_4818_352959_353147.htm#353193,Hutter Markus,09.3938,ZH
